Lemma	POS	Description
depaco	51	
depango	53	
depasco	53	
depascor	5L	
depecto	53	
depeculator	13	
depeculor	5J	
depello	53	 (pas de Sous-lemme)
dependeo	52	 (pas de Sous-lemme)
dependo	53	 (pas de Sous-lemme)
deperditus	21	 =OMNINO PERDITVS
deperdo	53	
depereo1	56	
depetigo	13	
depilo1	51	 (dérivé de PILVS)
depingo	53	
deplango	53	
depleo	52	
deplexus	21	
deploratio	13	
deploro	51	 (pas de Sous-lemme)
depluo	53	
depono	53	 (pas de Sous-lemme DEPOSITVS)
depopulatio	13	
depopulo	51	
depopulor	5J	
deportatio	13	
deporto	51	
deposco	53	 (pas de Sous-lemme)
depositum	12	 Le Dépôt
depostulo	51	
deprauatio	13	
deprauo	51	
deprecabundus	21	
deprecatio	13	
deprecator	13	
deprecatrix	13	
deprecor	5J	
deprehendo	53	
depresse	6&	
depressio	13	
depressus	21	 (Uniquement au Comparatif et au Superlatif)
deprimo	53	
deproelior	5J	
depromo	53	
depropero	51	
depso	53	
depsticius	21	
depudet	52	
depugis	24	
depugnatio	13	
depugno	51	
depungo	53	
depurgo	51	
deputo	51	
derado	53	
derelinquo	53	
derepente	60	
derepo	53	
derideo	52	
deridiculum	12	
deridiculus	21	
derigesco	53	
derigo	53	
deripio	55	
derisor	13	
derisus	14	
deriuo	51	
derogo	51	
derumpo	53	
derupta	12	
deruptus	21	
desaeuio	54	
descendo	53	 (pas de Sous-lemme)
descensus	14	
descisco	53	
describo	53	
descripta	12	
descriptio	13	
deseco	51	
desero2	53	 (Parfait:-SERVI)
desero3	53	 (Parfait:-SEVI)
deserta	12	
deserto	51	
desertor	13	
desertum	12	 =LOCVS DESERT VS
desertus	21	
deseruio	54	
deses	25	
desideo	52	 (-SEDI, pas de Supin)
desiderabilis	24	
desideratio	13	
desiderium	12	
desidero	51	
desidia1	11	
desidiose	60	
desidiosus	21	
desido	53	 (-SEDI, pas de Supin)
designatio	13	
designator	13	
designo	51	
desilio	54	
desino	53	
desipientia	11	
desipio	55	
desisto	53	
desolo	51	 (pas de Sous-lemme)
despectatio	13	
despecto	51	
despectus1	14	
despectus2	21	 (Uniquement au Comparatif et Superlatif)
desperatio	13	
desperatus	21	
despero	51	
despicatus1	14	
despicatus2	21	
despicientia	11	
despicio	55	
despolio	51	
despondeo	52	
despumo	51	
despuo	53	
desterto	53	
destillatio	13	
destillo	51	
destina	11	
destinatio	13	
destinatum	12	 =RES DESTINATA (Uniquement au Sg.)
destinatus	21	 =CERTVS, CONSTITVTVS
destineo	52	
destino	51	
destituo	53	
destrictus	21	
destringo	53	
destruo	53	
desubito	60	 (forme en 1 ou 2 mots)
desudo	51	
desuesco	53	
desuetudo	13	
desultor	13	
desum1	56	
desumo	53	
desuper	60	
desurgo	53	
detectus	21	
detego	53	
detendo	53	 (pas de PARFAIT, pas de Sous-lemme)
detento	51	 (pas de Sous-lemme)
detergeo	52	
detergo	53	
deterior	26	
deterius	6&	
determino	51	 (pas de Sous-lemme)
detero	53	
deterreo	52	
detestabilis	24	
detestatio	13	
detestor	5J	
detexo	53	
detineo	52	 (pas de Sous-lemme)
detondeo	52	
detorqueo	52	
detractio	13	
detracto	51	
detractor	13	
detraho	53	
detrecto	51	
detrimentosus	21	
detrimentum	12	
detrudo	53	
detrunco	51	
deturbo2	51	
deuecto	51	
deueho	53	
deuello	53	
deueneror	5J	
deuenio	54	
deuerro	53	 (pas de Temps Primitifs)
deuersor1	13	
deuersor2	5J	
deuersorium	12	
deuerticulum	12	
deuerto	53	
deuexum	12	 (Uniquement au Sg. dans les locutions avec Prép.)
deuexus	21	 =DECLIVIS, INCLINATVS (propre et Fig.)
deuia	12	 (Sous-entendu LOCA)
deuincio	54	
deuinco	53	
deuinctus	21	
deuito	51	
deuius	21	
deunx	13	
deuoco	51	
deuolo2	51	
deuoluo	53	
deuoro	51	
deuoti	12	 =DEDITI, ADDICTI
deuotio	13	
deuotus	21	 =VOTO PROMISSVS, CONSECRATVS ;MALEDICTVS ;IMPENSE STVDIOSVS
deuoueo	52	
deuro	53	
deus	12	
Dexo	17	
dextans	13	
dexter	21	 (pas de Sous-lemme ADV.)
dextera	11	 également forme DEXTRA;La Main droite
dextere	60	
dextrorsum	60	
dextrorsus	60	
diadema	17	
diadumenos	17	
diagonios	27	
diagramma	17	
dialectica	11	
dialecticus1	12	
dialecticus2	21	
Dialis	24	
dialogus	12	
diametros	17	
Diana	11	
Dianium	12	
diarium	12	
diastylos	27	
diathesis	17	
diathyra	17	
diatonos	27	
diaulos	17	
diazoma	17	
dica	11	
dicacitas	13	
dicax	25	
dichalcum	12	
dicio	13	
dicis	16	
dico1	51	
dico2	53	
dicrota	11	
dictator	13	
dictatorius	21	
dictatura	11	
dictio	13	
dictito	51	
dicto	51	
dictum	12	
dido	53	
diduco	53	
diequinti	60	
dies	15	
diesis	13	
diezeugmenos	27	
diffamo	51	
differcio	54	
differentia	11	
differitas	13	
differo	56	
differtus	21	
difficile	60	 (Uniquement au POSITIF)
difficilis	24	
difficiliter	60	
difficultas	13	
difficulter	60	
diffidentia	11	
diffido	5T	
diffindo	53	
diffingo	53	
diffiteor	5K	
diffluo	53	
diffringo	53	
diffugio	55	
diffundo2	53	
diffusilis	24	
diffusio	13	
diffusus	21	 Diffus (propre et Fig.)
diffutuo	53	
digero	53	
digitulus	12	
digitus	12	
dignatio	13	
digne	60	
dignitas	13	
digno	51	
dignor	5J	
dignosco	53	
dignus	21	
digredior	5N	
digressus	14	
diiudico	51	
diiunctus	21	
diiungo	53	
dilabor2	5L	
dilacero	51	
dilanio	51	
dilargior	5M	
dilatatio	13	
dilatio	13	
dilato	51	 (pas de Sous-lemme)
dilectus1	14	
dilectus2	21	 (rare)
diligens	25	
diligenter	60	
diligentia	11	
diligo3	53	
diluceo	52	
dilucesco	53	
dilucide	60	
dilucidus	21	
diludium	12	
diluo	53	
dilutum	12	
dilutus	21	 =TEMPERATVS ; CLARVS, EVIDENS
diluuies	15	
diluuio	51	
diluuium	12	
dimachae	11	
dimensus	21	
dimetior	5M	
dimicatio	13	
dimico	51	
dimidiatus	21	
dimidio	51	
dimidium	12	 La Moitié (Sg.)
dimidius	21	
diminutio	13	
dimissio	13	
dimitto	53	
dimoeros	27	
dimoueo	52	
dinosco	53	
dinumero1	51	
Dio	17	
Diocles	17	
Diodorus	12	
Diogenes	17	
Diognetus	12	
Dionysia1	11	 =Mulier
Dionysiarchus	12	
Dionysius	12	
Dionysodorus	12	
dioptra	11	
diota	11	
dipechyaeos	27	
dipiscor	5L	 (Uniquement en Composition)
diplasion	27	
diplinthius	21	
dipondium	12	
dipondius	12	
dipteros	27	
dira	12	
dirae	11	
directe	60	
directio	13	
directo	60	
directum1	12	 (Dans les locutions avec Prép.)
directum2	60	
directura	11	
directus	21	 Droit, Direct (propre et Fig.)
direptio	13	
direptor	13	
dirigo	53	
dirimo	53	
diripio	55	
dirum	60	
dirumpo	53	
diruo	53	
dirus	21	
dis	25	
Dis	13	
discedo1	53	 (pas de Sous-lemme)
discens	13	 =DISCIPVLVS
disceptatio	13	
disceptator	13	
discepto	51	
discerno	53	 (pas de Sous-lemme)
discerpo	53	
discessio	13	
discessus	14	
discidium	12	
discido2	53	 (dérivé de CAEDO;pas de Supin)
discinctus	21	
discindo	53	
discingo	53	
disciplina	11	
disciplinosus	21	
discipula	11	
discipulus	12	
discito1	51	 (pas de Temps Primitifs)
discludo	53	
disco	53	
discolor	25	
disconuenio	54	
discoquo	53	
discordia	11	
discordiosus	21	
discordo	51	
discors	25	
discrepantia	11	
discrepito	51	 (pas de Temps Primitifs)
discrepo	51	
discresco	53	 (pas de Temps Primitifs)
discribo	53	
discrimen	13	
discrimino	51	
discrucio	51	
discumbo	53	
discupio	55	
discurro	53	
discursatio	13	
discurso	51	
discursus	14	
discus	12	
discutio	55	
disdiapente	17	
disdiatessaron	17	
disdo	53	
diserte	60	
disertus	21	 Lemme spécial dans Forcellini
dishiasco	53	
disicio	55	 (pas de Sous-lemme)
disiecto	51	
disiectus	14	
dispando2	53	
dispar	25	
disparatio	13	
disparo2	51	
dispecto	51	
dispectus	14	
dispello	53	 (pas de Sous-lemme)
dispendium	12	
dispendo	53	 (pas de Parfait)
dispensatio	13	
dispensator	13	
dispenso	51	 (pas de Sous-lemme)
disperdo	53	
dispereo1	56	
dispergo	53	 (pas de Sous-lemme)
disperse	60	
dispertio	54	
dispesco	53	
dispicio	55	
displicentia	11	
displiceo	52	
displodo	53	
displuuiatus	21	
dispono	53	
disposite	60	
dispositio	13	
dispositum	12	 (Dans 1'expression EX DISPOSITO)
dispositura	11	
dispositus	21	 Enclin à, Disposé
dispungo	53	
disputabilis	24	
disputatio	13	
disputatiuncula	11	
disputo	51	
disquiro	53	
disquisitio	13	
dissaepio	54	
dissaeptio	13	
dissaeptum	12	
dissemino	51	
dissensio	13	
dissentio	54	
dissero1	51	
dissero2	53	 (Parfait:-SERVI)
dissero3	53	 (Parfait:-SEVI)
disserpo	53	
dissertatio	13	
dissertio	13	
disserto	51	
dissicio	55	
dissideo	52	 (pas de LEMME DISSIDO)
dissignator	13	
dissigno	51	
dissilio	54	
dissimilis	24	
dissimiliter	60	
dissimilitudo	13	
dissimulanter	60	
dissimulatio	13	
dissimulator	13	
dissimulo	51	
dissipabilis	24	
dissipo	51	 (pas de Sous-lemme)
dissociabilis	24	
dissociatio	13	
dissocio	51	
dissolubilis	24	
dissoluo	53	
dissolute	60	
dissolutio	13	
dissolutus	21	 Décousu (Terme de rhétorique);Négligent, Dissolu
dissono1	51	
dissonus	21	
dissuadeo	52	
dissuasio	13	
dissuasor	13	
dissulto	51	
dissuo	53	
distabesco	53	
distantia	11	
distendo	53	
distento	51	 (pas de Temps Primitifs)
distentus1	14	
distentus2	21	 (dérivé de DISTINEO);=DISTRACTVS, IMPLICATVS
distentus3	21	 (dérivé de DISTENDO);=PLENVS
distermino	51	
distero	53	
distichon	17	
distincte	60	
distinctio	13	
distinctus1	14	
distinctus2	21	 =DIVERSVS, DISCRIMINAT VS, SEPARATVS; ORNATVS, VARIATVS
distineo	52	
distinguo	53	
disto	51	 (pas de Sous-lemme)
distorqueo	52	
distortus	21	 =PERVERSVS, MONSTRVOSVS
distractio	13	
distractus	21	
distraho	53	
distribuo	53	
distributio	13	
districtio	13	
districtus	21	 =OCCVPATVS;SEVERVS, RIGIDVS
distringo	53	
disturbo2	51	
ditesco	53	
dithyrambus	12	
dito	51	
diu	60	
diua	11	
diuarico	51	
diudico	51	
diuello	53	
diuendo	53	
diuerbero2	51	
diuerse	60	
diuersitas	13	
diuersorium	12	
diuersum	12	 La Chose contraire (Sg.,Pl.);dans les locutions avec Prép. (Sg.,Pl.)
diuersus	21	
diuerto	53	
diues	22	
diuido	53	
diuiduus	21	
diuina1	11	
diuina2	12	 Les Choses divines
diuinatio	13	
diuinitas	13	
diuinitus	60	
diuino	51	
diuinum	12	 =DI VINITAS (Sg.)
diuinus1	12	 = VATES
diuinus2	21	
diuisio	13	
diuisor	13	
diuisus1	14	
diuisus2	21	 Divisé (propre ;Rare)
diuitiae	11	
diuortium	12	
diurnum	12	 Nourriture d'un jour (pour les esclaves)
diurnus	21	
dius	21	
diutinus	21	
diuturnitas	13	
diuturnus	21	
diuulgo1	51	
diuulsio	13	
diuum	12	
diuus1	12	 Le Dieu
diuus2	21	
do	53	 (Uniquement en Composition)
doceo	52	
docibilis	24	
docilis	24	
Docimus	12	
docis	13	
docte	60	
doctor	13	
doctrina	11	
doctus	21	
documen	13	
documentum	12	
dodra	11	
dodrans	13	
dogma	17	
Dolabella	11	
dolabra	11	
dolens	25	 =DOLOREM AFFERENS
doleo	52	
dolesco	53	 (pas de Parfait)
doliolum	12	
dolito	51	
dolium	12	
dolo	51	
dolor	13	
dolose	60	
dolosus	21	
dolus	12	
domabilis	24	
domesticus1	12	
domesticus2	21	
domicilium	12	
domina	11	
dominans1	13	 =PRINCEPS
dominans2	25	 (Uniquement au Comparatif)
dominatio	13	
dominator	13	
dominatrix	13	
dominatus	14	
dominicus	21	
dominium	12	
dominor	5J	
dominus	12	
Domitius	12	
domito	51	
domitor	13	
domitrix	13	
domo	51	
domuncula	11	
domus	16	
donaria	12	
donaticus	21	
donatio	13	
donatiuum	12	
donator	13	
donec	82	
dono	51	
donum	12	
dorcas	13	
dorice	60	
dormio	54	
dormito	51	
doron	17	
Dorotheus	12	
dorsum	12	
doryphora	11	
doryphoros	17	
dos	13	
dotalis	24	
dotatus	21	
doto	51	
drachma	11	
draco	13	
Drepanitanus	21	
dromas	13	
dropax	13	
druidae	13	
druides	13	
Drusilla	11	
Drusus	12	
dubie	60	
dubitabilis	24	
dubitanter	60	
dubitatim	60	
dubitatio	13	
dubitatiuus	21	
dubitator	13	
dubito	51	
dubium	12	 =RES DVB IA (Sg.,Pl.)
dubius	21	
duceni	33	
ducentesima	11	
ducentesimus	32	
ducenti	31	
ducenties	36	
duco	53	
ductarius	21	
ductio	13	
ducto	51	
ductor	13	
ductus	14	
dudum	60	
duellum	12	
Duilius	12	
dulce1	13	 La Douceur (propre et Fig.)
dulce2	60	
dulcedo	13	
dulcesco	53	
dulcis	24	
dum1	60	
dum2	82	
dumetum	12	
dummodo	82	 (forme en 1 ou 2 mots)
dumosus	21	
dumtaxat	60	 (forme en 1 ou 2 mots)
dumus	12	
duo	31	
duodecim	31	
duodecimus	32	
duodeni	33	
duodequadraginta	31	
duodetricesimus	32	
duodetricies	36	
duodetriginta	31	
duodeuicesimus	32	
duodeuiginti	31	
duoetuicesimus	32	
dupla	11	 (Sous-entendu PECVNIA)
duplex	34	
duplicatio	13	
dupliciter	60	
duplico	51	
duplo1	51	
duplo2	60	
duplum	12	 (Uniquement au SINGULIER)
duplus	21	
durabilis	24	
duracinus	21	
duramen	13	
duramentum	12	
durateus	21	
dure	60	
dureo	52	 (pas de Parfait)
duresco	53	
duriter	60	
duritia	11	
durities	15	
duritudo	13	
duro	51	
durum	12	 (A tous les sens de DVRVS;Sg.,Pl.)
durus	21	
duumuir	12	
dux	13	
dynastes	17	
Dyrrachium	12	
dyseros	17	
dyspepsia	11	
ea	60	
eadem	60	
eatenus	60	
ebenus	12	
ebibo2	53	
eblandior	5M	
ebrietas	13	
ebriosus	21	
ebrius	21	
ebullio	54	
ebulum	12	
ebur	13	
eburneus	21	
ecce	90	
ecclesia	11	
ecclesiasterion	17	
Ecetrani	12	
echea	17	
echinus	12	
echo	17	
ecnubo	53	
ecphora	17	
ecquando	67	
ecqui	67	
ecquid	67	
ecquis	47	
ecquisnam	47	
ecquo	67	
ectypus	21	
edax	25	
edico2	53	
edictum	12	 L'ordre, L'Edit
edisco	53	
edissero2	53	
edita	12	
editio	13	
editum	12	 =EXCELSITAS (Sg.,Pl.)
editus1	14	
editus2	21	 =ALTVS, EXCELSVS
edo1	53	
edo2	56	
edoceo	52	
edomo	51	
edormio	54	
educatio	13	
educator	13	
educo1	51	
educo2	53	
eductio	13	
edulis	24	
eduro	51	
edurus	21	
effarcio	54	
effatum	12	 =DICTVM
effectum	12	 =ID QVOD FACTVM EST
effectus1	14	
effectus2	21	 =PERFECTVS
effeminate	60	
effeminatus	21	 =DELIC AT VS, MOLLIS
effemino	51	
efferatus	21	 Sauvage
effercio	54	
effero1	51	
effero2	56	
efferueo	52	
efferuesco	53	
efferuo	53	
efferus	21	
effetus	21	
efficaciter	6&	
efficax	25	
efficiens1	13	 =EFFECTRIX
efficiens2	25	 Efficient
efficientia	11	
efficio	55	
effigia	11	
effigies	15	
effingo	53	
efflagitatio	13	
efflagitatus	14	
efflagito	51	
effligo	53	
efflo	51	
effloresco	53	
effluo	53	
effluuium	12	
effodio	55	
effor	5J	
effractarius	12	
effrenatus	21	
effreno	51	
effrenus	21	
effrico	51	
effringo	53	
effugio	55	
effugium	12	
effulgeo	52	
effundo2	53	
effunsus	21	
effuse	60	
effusio	13	
effusus	21	 =AMPLVS, IMMODICVS
effutio	54	
effutuo	53	
egelidus	21	
egens	25	 Celui à qui il manque quelque chose
egenus	21	
egeo	52	
Egeria	11	
Egerius	12	
egero	53	 (pas de Sous-lemme)
egestas	13	
egigno	53	
Egnatius	12	
ego	41	
egredior	5N	
egregie	60	
egregium	12	
egregius	21	
egressus	14	
eheu	90	
ei	90	
eia	90	
eiaculor	5J	
eicio	55	
eiectamentum	12	
eiectio	13	
eiecto	51	
eiectus	14	
eiulatio	13	
eiulatus	14	
eiulo	51	
eiuratio	13	
eiuro	51	
eiusmodi	60	 (forme en 1 ou 2 mots)
elabor2	5L	
elaboro	51	
elaeothesium	12	
elanguesco	53	
elargior	5M	
elate1	17	
elate2	60	
elatio	13	
elatro2	51	
elatus	21	 =INFLATVS, SVPERBVS (rare)
elauo	51	
electio	13	
electo1	51	 (dérivé de ELICIO)
electo2	51	 (dérivé de ELIGO 2)
electrum	12	
electus1	14	
electus2	21	 =EXIMIVS, EGREGIVS
elegans	25	
eleganter	60	
elegantia	11	
elegeon	17	
elegi	12	
elegidion	17	
elego1	51	 (pas de Sous-lemme)
elementa	12	
elementarius	21	
elementum	12	
elenchus	12	
elephantus	12	
elephas	13	
eleuo1	51	
elicio	55	 (pas de Sous-lemme)
Elicius	12	
elido	53	
eligo3	53	
elimino	51	
elinguis	24	
eliquesco	53	 (pas de Temps Primitifs)
eliquo	51	
Elis	17	 (Génitif ELIDOS)
elisio	13	
elixus	21	
ellipsis	17	
ellychnium	12	
eloco	51	
elogium	12	
eloquens	25	
eloquentia	11	
eloquium	12	
eloquor	5L	
Elorini	12	
Elorinus	21	
Elorus	12	
eluacrum	12	
eluceo	52	
eluctor	5J	
elucubro	51	
eludo	53	
elumbis	24	
eluo	53	
elutus	21	
eluuies	15	
emaceratus	21	
emancipo	51	
emano	51	
emarceo	52	 (pas de Parfait)
emarcesco	53	
emax	25	
embater	17	
emblema	17	
embolium	12	
embolus	12	
emendabilis	24	
emendate	60	
emendatio	13	
emendator	13	
emendatus	21	 =POLLITVS, PERFECTVS
emendicaticius	21	
emendo	51	
ementior	5M	
emercor	5J	
emereo	52	
emereor	5K	
emergo	53	
emeritum	12	 =PRAEMIVM, MERCES (terme de la langue Militaire)
emeritus	21	
emersus	14	
emetior	5M	
emeto2	53	
emico	51	
emigro	51	
eminens	25	 =ALTVS, EDITVS;CONSPICVVS, EXCELLENS
emineo	52	
eminus	60	
emiror	5J	
emissarius	12	
emissus	14	
emitto	53	
emo	53	
emoderor	5J	
emodulor	5J	
emolior	5M	
emollio	54	
emolo	53	
emolumentum	12	
emorior	5N	
emoueo	52	
emplastrum	12	
emplectos	27	
emporium	12	
emptio	13	
emptito	51	
emptor	13	
emulgeo	52	
emundo	51	
emungo	53	
emunio2	54	
en	90	
enarrabilis	24	
enarratio	13	
enarro	51	
enascor	5L	
enato	51	
enauigo	51	
encarpi	12	
encelados	17	
enchytum	12	
enclima	17	
encyclios	27	
endromis	17	
eneco	51	
eneruatus	21	 Amolli
eneruis	24	
eneruo	51	
Enguini	12	
Enguinus	21	
enim1	60	
enim2	81	
enimuero	60	 (forme en 1 ou 2 mots)
eniteo	52	
enitesco	53	 (pas de Parfait)
enitor2	5L	
enixe	60	
enixus1	14	
enixus2	21	 =ZELE
Ennius	12	
eno	51	
enodatio	13	
enodis	24	
enodo	51	
enormis	24	
enormitas	13	
enotesco	53	
ens	13	 =QVOD EST
ensiger	21	
ensis	13	
entasis	17	
Entellini	12	
Entellinus	21	
entheus	21	
enucleatus	21	 =PVRGATVS, PVRVS, SIMPLEX
enucleo	51	
enumeratio	13	
enumero1	51	
enuntiatiuus	21	
enuntiatum	12	 =ENVNTIATIO
enuntio	51	
enutrio	54	
eo1	56	 Aller
eo2	N6	 (auxiliaire)
eo3	60	
eodem	60	
Eous	21	
epaeetis	17	
epagon	57	
ephebeum	12	
ephebus	12	
ephectos	27	
ephemeridae	11	
ephemeris	17	
Ephesii	12	
Ephesius	21	
Ephesus	17	 également Nom. EPHESOS
ephippiatus	21	
ephippium	12	
epibata	11	
epibathra	17	
Epicrates	17	
Epicurus	12	
epidimoeros	27	
epidromus	12	
epigramma	17	
epigrus	12	
epimenius	21	
epipemptos	27	
epirhedium	12	
Epirus	17	 (Plus souvent Nom. EPIROS)
episcaenos	17	
episcopus	12	
epistates	17	
epistola	11	
epistolium	12	
epistomium	12	
epistylium	12	
epitonium	12	
epitoxis	17	
epitritos	27	
epityrum	12	
epizygis	17	
epos	17	
epoto	51	
epulae	11	
epulor	5J	
epulum	12	
equa	11	
eques	13	
equester	23	
equestria	13	 Sièges des chevaliers
equidem	60	
equile	13	
equinus	21	
equitabilis	24	
equitatus1	14	 (de EQVES)
equitatus2	14	 (de EQVIO)
equito	51	
equor	5L	
equuleus	12	
equus	12	
erado	53	
erceo	52	 (Uniquement en Composition)
erectio	13	
erectus	21	 =RECTVS (propre); ALT VS, SVBLIMIS (Fig.)
erepo	53	
ereptio	13	
ereptor	13	
erga	70	
ergastulum	12	
ergata	11	
ergo1	70	
ergo2	81	
ericius	12	
erigo	53	
Eriphyla	11	
eripio	55	
erisma	16	
erneum	12	
erodo	53	
erogatio	13	
erogo	51	
eromenion	17	
Eros2	17	 =Vir
errabundus	21	
erraticus	21	
erratio	13	
erratum	12	
erro1	13	
erro2	51	 (pas de Sous-lemme ERRANS)
error	13	
erubeo	52	
erubesco	53	 (Parfait-RVBVI)
eruca	11	
eructo	51	
erudero	51	
erudio	54	
eruditi	12	 (Sous-entendu HOMINES)
eruditio	13	
eruditulus	21	
eruditus	21	 =INSTITVTVS, DOCTVS
erumpo	53	
erunco	51	
eruo	53	
eruptio	13	
eruum	12	
Erycinus	21	
Erycus	12	
Erymanthius	21	
Erythrae	11	
esca	11	
escarius	21	
escendo	53	
escensio	13	
escensus	14	
eschara	17	
esito	51	
Esquiliae	11	
Esquilinus	21	
esseda	11	
essedarius1	12	
essedarius2	21	
essedum	12	
essentia	11	
esurio1	13	
esurio2	54	
esuritio	13	
et1	60	
et2	81	
etenim	81	
etesiae	11	
etesius	21	
ethologia	17	
etiam	60	
etiamnunc	60	 (forme en 1 ou 2 mots)
etiamsi	82	 (forme en 1 ou 2 mots)
etiamtum	60	 (forme en 1 ou 2 mots)
etiamtunc	60	 (forme en 1 ou 2 mots)
Etruria	11	
Etrusci	12	
Etruscus	21	
etsi1	81	
etsi2	82	
eu	90	
euado2	53	
euagatio	13	
euagor2	5J	
eualesco	53	
Euander	12	
euanesco	53	 (Parfait EVANVI)
euanidus	21	
euans	13	
Eubulida	11	
Eubulidas	17	
euectio	13	
euecto	51	 (pas de Temps Primitifs)
euectus	14	
eueho	53	 (pas de Sous-lemme)
euello	53	
euenio	54	
euentum	12	 Lemme spécial dans Forcellini
euentura	12	 =FVTVRA
euentus	14	
euerbero2	51	
euerriculum	12	
euerro	53	
euersio	13	
euersor	13	
euerto	53	 (pas de Sous-lemme)
Euganei	12	
euge	90	
eugeneus	21	
euhyius	17	
euidens	25	
euidentia	11	
euigilo	51	
euincio	54	
euinco	53	
euiro	51	
euitabilis	24	
euito	51	
Eumenidas	17	
eunuchus	12	
euocati	12	 Les Vétérans
euocatio	13	
euocator	13	
euocatus	21	
euoco	51	
euoe	90	
euolo2	51	
euoluo	53	
euomo	53	
euphranor	13	
Eupolemus	12	
euripus	12	
Europa	11	
eurous	21	
eurus	12	
eurythmia	11	
eustylos	27	
euthus	27	
euthygrammos	27	
euthymia	17	
euulgo1	51	
euulsio	13	
ex	70	
exacerbo	51	
exactio	13	
exactor	13	
exactus1	14	
exactus2	21	 =PERFECTVS, COMPLETVS, ABSOLVTVS
exacuo	53	
exaduersum1	60	
exaduersum2	70	
exaedifico	51	
exaequatio	13	
exaequo	51	
exaestuo	51	
exaggero1	51	
exagito	51	
examen	13	
examinatio	13	
examino	51	
exanclo	51	
exanimis	24	
exanimo	51	
exanimus	21	
exardeo	52	 (pas de Parfait)
exardesco	53	 (Parfait EXARSI)
exareo	52	
exaresco	53	
exarmo	51	
exaro	51	
exaspero	51	
exauctoro	51	
exaudio	54	
exaugeo	52	
exauguro	51	
excaeco	51	
excalceo	52	 (pas de Sous-lemme)
excandeo	52	 (pas de Parfait)
excandesco	53	 (Parfait EXCANDVI)
excanto	51	
excarnifico	51	
excauo1	51	
excedo1	53	 (pas de Sous-lemme)
excellens	25	 =ALTVS, EMINENS (propre);PRAESTANS, INSIGNIS (Fig.)
excellentia	11	
excello	53	
excelse	6&	
excelsitas	13	
excelsum	12	 =L'Endroit élevé
excelsus	21	 =ALTVS, SVBLIMIS (propre et Fig.)
exceptio	13	
exceptiuncula	11	
excepto	51	
excerno	53	
excerpo	53	
excessus	14	
excidium1ruina	12	
excidium2	12	 =CASVS, OCCASVS
excido1	53	 (dérivé de CADO; pas de Supin)
excido2	53	 (dérivé de CAEDO; pas de Sous-lemme)
excieo	52	 Uniquement pour les formes de la 2ème Coni.)
excio	54	
excipio	55	
excisio	13	
excitatus	21	 =CONCITATVS
excito1	51	
exclamatio	13	
exclamo	51	
exclaro	51	
excludo	53	
exclusio	13	
exclusus	21	 Exclus, Séparé (rare)
excogito	51	
excolo1	51	 (pas de Temps Primitifs)
excolo2	53	 (pas de Sous-lemme)
excoquo	53	
excors	25	
excrementum	12	
excreo	51	
excresco	53	
excretus	21	
excrucio	51	
excubiae	11	
excubitor	13	
excubitus	14	
excubo	51	
excudo	53	
exculco	51	
excurro	53	
excursio	13	
excursor	13	
excursus	14	
excusate	6-	
excusatio	13	
excusatus	21	 Justifié, Excusable
excuso	51	
excusse	60	
excussus	21	 Tendu, Déployé
excutio	55	
exedo2	56	 (pas de Sous-lemme)
exedra	11	
exemplar	13	
exemplum	12	
exemptus	14	
exeo1	56	
exerceo2	52	
exercitate	6&	
exercitatio	13	
exercitatus	21	 Versé dans
exercitio	13	
exercitium	12	
exercito	51	
exercitus1	14	
exercitus2	21	 =LABORIOSVS, GRAVIS
exesor	13	
exfloresco	53	
exhalo	51	
exhaurio	54	
exheredo	51	
exhibeo	52	
exhilaro	51	
exhorreo	52	
exhorresco	53	
exhortatio	13	
exhortor	5J	
exigo	53	
exigue	60	
exiguitas	13	
exiguo	60	
exiguum1	12	 =PARVM (+ Génitif)
exiguum2	60	
exiguus	21	
exilis	24	
