Lemma	POS	Description
repurgo	51	
reputatio	13	
reputo	51	 (pas de Sous-lemme)
requies	16	
requiesco	53	
requiro	53	
res	15	
resaluto	51	
resanesco	53	
resarcio	54	
rescindo	53	
rescio	54	
rescisco	53	
rescribo	53	
rescriptum	12	
reseco	51	
resequor	5L	
resero1	51	
resero3	53	 (Parfait:-SEVI)
reseruo	51	
reses	25	
resideo	52	 (-SEDI, -SESSVM)
resido	53	 (-SEDI,-SESSVM)
residuus	21	 (pas de Sous-lemme)
resigno	51	
resilio	54	
resina	11	
resinatus	21	
resipisco	53	
resisto	53	
resoluo	53	
resolutus	21	 =ENER VIS, EFFEMINAT VS
resonabilis	24	
resonantia	11	
resono1	51	
resorbeo	52	
respecto	51	
respectus	14	
respergo	53	
respicio	55	 (pas de Sous-lemme)
respiratio	13	
respiro	51	
resplendeo	52	
respondeo	52	
responsio	13	
responso	51	
responsum	12	 Lemme spécial dans Forcellini
responsus	14	
respublica	15	 (forme en 1 ou 2 mots)
respuo	53	
restagno1	51	
restauro	51	
restibilis	24	
resticula	11	
restinguo	53	 (pas de Sous-lemme)
restis	13	
restituo	53	 (pas de Sous-lemme)
resto	51	
restricte	60	
restrictus	21	
restringo	53	
resudo	51	
resulto	51	
resumo	53	
resupino	51	
resupinus	21	 (pas de Sous-lemme)
resurgo	53	
retardatio	13	
retardo	51	
rete	13	
retego	53	
retendo	53	 (pas de Sous-lemme)
retentio	13	
retento1	51	 (Fréquentatif de RETINEO;pas de Sous-lemme)
retento2	51	 (dérivé de TENTO)
retero	53	
retexo	53	
reticentia	11	
reticeo	52	 (pas de Supin)
reticesco	53	
reticulatus	21	
reticulum	12	
retina	11	
retinaculum	12	
retinens	25	 =CONSERVANS, TENAX
retinentia	11	
retineo	52	 (pas de Sous-lemme); RETENTVS
retingo1	53	 (dérivé de TANGO)
retingo2	53	 (dérivé de TINGO)
retio	54	 (Uniquement en Composition)
retono	51	
retorqueo	52	
retorridus	21	
retractatio	13	
retractio	13	
retracto	51	
retraho	53	
retribuo	53	
retro1	60	
retro2	70	
retrocedo1	53	 (pas de Sous-lemme)
retroduco	53	
retroflecto	53	 (forme en 1 ou 2 mots)
retrolego2	53	
retrorsum	60	
retrouerto	53	 (pas de Sous-lemme)
retrudo	53	
retundo	53	
retusus	21	
reualesco	53	
reuecto	51	 (pas de Temps Primitifs)
reueho	53	 (pas de Sous-lemme)
reuello	53	
reuelo	51	
reuenio	54	
reuera	60	 (forme en 1 ou 2 mots)
reuerbero2	51	
reuerens	25	
reuerenter	60	
reuerentia	11	
reuereor	5K	
reuersio	13	
reuerso	51	 (pas de Parfait)
reuerto	53	
reuertor	5L	 (pas de Sous-lemme)
reuilesco	53	
reuincio	54	
reuinco	53	
reuiso	53	
reuiuisco	53	
reuiuo	53	
reuocabilis	24	
reuocamen	13	
reuocatio	13	
reuoco	51	
reuolo2	51	
reuoluo	53	
reuomo	53	
reus	12	
rex	13	
rhadine	17	
Rhea	11	
rheda	11	
rheno	13	
rhetor	13	
rhetoricus	21	
rhinoceros	17	
Rhodii	12	
Rhodius	21	
Rhodos	17	
rhombos	17	
rhythmus	12	
ricinus	12	
rictum	12	
rictus	14	
ridendus	21	 =RIDICVLVS
rideo	52	
ridibundus	21	
ridica	11	
ridicularia	12	
ridicule	60	
ridiculum	12	 =RES AVT DICTVM RIDICVLVM (Sg.,Pl.)
ridiculus1	12	 =PARASITVS
ridiculus2	21	
rigens	25	 =RIGIDVS (propre);INFLEXIBILIS, DVRVS (propre et Fig.)
rigeo	52	 (Parfait RIGVI)
rigesco	53	 (Parfait RIGVI)
rigida	11	
rigide	60	
rigiditas	13	
rigido	51	
rigidus	21	 (pas de Sous-lemme)
rigo	53	 (Uniquement en Composition)
rigor	13	
riguus	21	
rima	11	
rimor	5J	
rimosus	21	
rimula	11	
ringor	5L	
ripa	11	
ripio	55	 (Uniquement en Composition)
risus	14	
rite	60	
ritus	14	
riualis1	13	
riualis2	24	 (rare)
riuo	53	 (Uniquement en Composition)
riuus	12	
rixa	11	
rixor	5J	
robigalia	13	
robigo	13	
roboratus	21	 (Uniquement au Comparatif)
roboro	51	
robur	13	
robus	21	
robusteus	21	
robustus	21	 (pas de Sous-lemme)
rodeus	21	
rodo	53	 (pas de Sous-lemme)
rogalis	24	
rogatio	13	
rogatus	14	
rogito	51	
rogo	51	 (pas de Sous-lemme)
rogus	12	
Roma	11	
Romani	12	
Romanus	21	
Romularis	24	
Romuleus	21	
Romulus	12	
roridus	21	
rorifer	21	
roro	51	 (pas de Sous-lemme)
rorulentus	21	
ros	13	
rosa	11	
rosarium	12	
roscidus	21	
rosetum	12	
roseus	21	
rostratus	21	 =ROSTRO INSTRVCTVS (propre et Fig.)
rostrum	12	
rota	11	
rotatio	13	
roto	51	 (pas de Sous-lemme)
rotula	11	
rotundatio	13	
rotunditas	13	
rotundo	51	 (pas de Sous-lemme)
rotundus	21	 (pas de Sous-lemme ROTVNDVM)
rubellus	21	
rubens	25	 =RVBER
rubeo	52	
ruber	21	 (pas de Sous-lemme)
Ruber	21	
rubesco	53	 (pas de Parfait)
rubeta	11	
rubetum	12	
rubeus	21	
rubia	11	
rubicundulus	21	
rubicundus	21	
rubor	13	
rubrica	11	
rubricosus	21	
Rubrius	12	
rubus	12	
ructabundus	21	
ructo	51	
ructus	14	
rudectus	21	
rudens	13	
ruderatio	13	
rudicula	11	
rudimentum	12	
rudis1	13	
rudis2	24	
rudo	53	
rudus	13	
rufus	21	
ruga	11	
rugosus	21	
ruina	11	
ruinosus	21	
Ruminalis	24	
rumino	51	
rumor	13	
rumpo	53	 (pas de Sous-lemme)
runco	51	
ruo	53	
rupes	13	
Rupilius	21	
Rupilius	12	
ruptor	13	
ruricola	11	
rursus	60	
rus	13	
rusceus	21	
ruscum	12	
ruscus	12	
russatus	21	
russeus	21	
russus	21	
rustarius	21	
rustica	11	
rusticanus1	12	
rusticanus213rusticatio	21	
rustice	6&	
rusticitas	13	
rusticus1	12	 (Sous-entendu HOMO)
rusticus2	21	
ruta	11	
rutabulum	12	
rutilans	25	 =RVTILVS
Rutilia	11	
Rutilius	12	
rutilo	51	
rutilus	21	
rutrum	12	
Rutuli	12	
sabbatum	12	
Sabini	12	
Sabinus	21	
sabulo	13	
sabulosus	21	
sabulum	12	
saburra	11	
saccatus	21	
sacco	51	
sacculus	12	
saccus	12	
sacellum	12	
sacer	26	
Sacer	21	
sacerdos	13	
Sacerdos	13	
sacerdotium	12	
sacramentalis	24	
sacramentum	12	
sacrarium	12	
Sacratiuir	12	
sacratus	21	 =SACER, SANCTVS
sacrificalis	24	
sacrificium	12	
sacrifico	51	 (pas de Sous-lemme)
sacrificus	21	
sacrilega	11	
sacrilegium	12	
sacrilegus1	12	
sacrilegus2	21	
sacro	51	
sacrosanctus	21	 (pas de Sous-lemme)
sacrum	12	 =RES DIVINA, RES SACRA (surtout au PL)
Sadala	11	
saecularis	24	
saeculum	12	
saepe	60	
saepenumero	60	 (forme en 1 ou 2 mots)
saepes	13	
saepia	11	
saepio	54	
saepta	12	 L'Enclos de vote
saeptio	13	
saeptum	12	 La Clôture, l'enceinte;le barrage d'écluse;terme de Médecine :1e diaphragme
saeta	11	
saetiger1	12	 =APER
saetiger2	21	
saetosus	21	
saeue	6&	
saeuio	54	 (pas de Sous-lemme)
saeuitia	11	
saeuus	21	 (pas de Sous-lemme SAEVVM Subst.)
saga1	11	 La Sorcière
saga2	11	 =SAGVM
sagacitas	13	
sagaciter	6&	
sagax	25	
sagina	11	
saginatus	21	 (Uniquement au Comparatif)
sagino	51	
sagio	54	
sagitta	11	
sagittarius1	12	
sagittarius2	21	 (rare)
sagittifer1	12	
sagittifer2	21	
sagulum	12	
sagum	12	
saguntini	12	
sagus1	12	 =SAGVM
sagus2	21	
sal	13	
salaputium	12	
salarium	12	
salax	25	
salebra	11	
salebrosus	21	
salgama	12	
saliaris1	24	 Qui concerne les prêtres Saliens
saliaris2	24	 Dansant
salictarius1	12	
salictum	12	
salifodina	11	
saligneus	21	
salignus	21	
salii	12	
Salii	12	
salillum	12	
salinae	11	
salinator	13	
salinum	12	
salio1	54	 =SALTO
salio2	54	 (dérivé de SAL)
saliua	11	
saliunca	11	
salix	13	
Sallustius	12	
salsamentum	12	
salsitudo	13	
salsugo	13	
salsum	12	
salsus	21	 =SALE ASPERSVS, SALITVS
saltatio	13	
saltator	13	
saltatus	14	
saltem	60	
salto	51	 (pas de Sous-lemme)
saltuosus	21	
saltus1	14	 =ACTVS SALIENDI
saltus2	14	 =LOCVS CLIVOS VS ET PASCVVS
saluber	23	 (pas de Sous-lemme)
salubritas	13	
salubriter	60	
salueo	52	
Saluidienus	12	
salum	12	
salus	13	
Salus	13	
salutaris	24	 (pas de Sous-lemme)
salutariter	60	
salutatio	13	
salutator	13	
salutatrix	13	
salutifer	21	
saluto	51	 (pas de Sous-lemme)
saluus	21	 (pas de Sous-lemme)
sambuca	17	
Samii	12	
Samius	21	
Samnis	25	
Samos	17	
sanabilis	24	 (pas de Sous-lemme)
sancio	54	
sancte	60	
sanctimonia	11	
sanctio	13	
sanctitas	13	
sanctor	13	
sanctum	12	 =SANCTVARIVM (Sg.,Pl.)
sanctus	21	
sancus	16	
sandapila	11	
sandaraca	11	
sandyx	13	
sane	60	
sanguinarius	21	
sanguineus	21	
sanguino	51	
sanguinolentus	21	
sanguis	13	
sanies	15	
sanitas	13	
sanna	11	
sano	51	 (pas de Sous-lemme)
sanus	21	 (pas de Sous-lemme)
sapa	11	
saperda	11	
sapiens1	13	
sapiens2	25	
sapiens_C	13	
sapienter	60	
sapientia	11	
sapineus	21	
sapinus	12	
sapio	55	
sapor	13	
Sappho	17	
sarcina	11	
sarcinarius	21	
sarcinula	11	
sarcio	54	
sarcophagus	12	
sarculum	12	
sarda	11	
Sardinia	11	
sardonyx	17	
sario	54	
sarisa	11	
sarisophorus	12	
sarmentum	12	
sarracum	12	
sartago	13	
sartura	11	
sartus	21	
sata	12	 (Sous-entendu LOCA);=SEGETES
satageus	21	
satago	53	
satarius	21	
satelles	13	
satias	13	
satietas	13	
satio1	13	
satio2	51	 (pas de Sous-lemme)
satis1	26	
satis2	60	
satisaccipio	55	 (forme en 1 ou 2 mots)
satisdo	51	 (forme en 1 ou 2 mots)
satisfacio	55	 (forme en 1 ou 2 mots)
satisfactio	13	 (forme en 1 ou 2 mots)
satisfio	56	 (forme en 1 ou 2 mots)
sator	13	
satrapea	11	
satrapes	16	
Satricum	12	
Satrius	12	
satur	21	
satura	11	
saturatus	21	 (Uniquement au Comparatif)
satureium	12	
saturitas	13	
Saturnalia	13	
Saturninus	12	
Saturnus	12	
saturo	51	
satus1	14	
satus2	21	 =NATVS
satyricus	21	
satyrus	12	
Satyrus	12	
sauciatio	13	
saucio	51	
saucius	21	 (pas de Sous-lemme)
sauillum	12	
sauior	5J	
sauium	12	
saxeus	21	
saxificus	21	
saxosa	12	 =LOCA SAXOSA
saxosus	21	
saxum	12	
Saxum	12	
scabellum	12	
scaber	21	
scabies	15	
scabiosus	21	
scabo	53	
Scaeuola	11	
scaeuus	21	
scalae	11	
scalmus	12	
scalpellum	12	
scalpo	53	
scalprum	12	
scalptura	11	
scamillus	12	
scammonium	12	
scamnum	12	
scandens	25	 =EXCELSVS (rare)
Scandilianus	21	
Scandilius	12	
scando	53	
scandula	11	
scansio	13	
scansor	13	
scansorius	21	
scaphe	17	
scaphium	12	
scapula	11	
scapus	12	
scarabeus	12	
scarus	12	
scatebra	11	
scateo	52	 (pas de Sous-lemme)
scato	53	 Uniquement pour les formes de la 3ème Conj.)
scaturigo	13	
scaurus	21	
Scaurus	12	
scelerate	60	
scelerati	12	
sceleratus	21	 =Profané par un crime; Scélérat; Funeste
Sceleratus	21	
scelero1	13	
scelero2	51	
scelerosus	21	 (pas de Sous-lemme)
scelestus	21	
scelus	13	
scena	11	
scenica	11	
scenicus1	12	 =HISTRIO
scenicus2	21	
sceptrifer	21	
sceptrum	12	
sceptuchus	12	
scheda	11	
schema	16	
Scherini	12	
schidia	11	
schoenobates	17	
schoenus	12	
schola	11	
scholastica	12	 =DECLAMATIONES
scholasticus1	12	
scholasticus2	21	
Sciathus	12	
sciens	25	 =GNARVS, PRVDENS;PERITVS, DOCTVS
scienter	60	
scientia	11	
scilicet	60	
scilla	11	
scindo	53	 (pas de Sous-lemme)
scintilla	11	
scintillo	51	
scio	54	
sciotheres	17	
scipio	13	
Scipio	13	
scirpea	11	
scirpiculus1	12	
scirpiculus2	21	
sciscitor	5J	
scisco	53	
scissura	11	
scite	60	
scitor	5J	
scitum	12	 =DECRETVM, IVSSVM
scitus1	14	
scitus2	21	 =DOCTVS, PERITVS, INGENIOSVS;PERITE FACTVS AVT DICTVS;PVLCHER, ELEGANS;APTVS, IDONEVS
scobis	13	
scomber	12	
scopae	11	
scopio	13	
scopula	11	
scopulus	12	
scordalus	12	
scorpio	13	
scorpius	17	
scortator	13	
scortillum	12	
scortum	12	
scoteinos	27	
scotia	11	
screo	51	
scriba	11	
scriblita	11	
scribo	53	
scrinium	12	
scripta	12	 =OPERA LITTERATORVM HOMINVM (HISTORIAE, CARMINA...)
scriptor	13	
scriptulum	12	
scriptum	12	 =SCRIPTVRA, SCRIPTIO (Sg.,PL); La lettre de la loi
scriptura	11	
scripulum	12	
scrobis	13	
scrofa	11	
scrupeus	21	
scruposus	21	
scrupulosus	21	 (pas de Sous-lemme)
scrupulus	12	
scruta	12	
scrutans	25	 (Uniquement au Superlatif)
scrutatio	13	
scrutor	5J	
sculpo	53	
sculponeae	11	
sculptura	11	
scurra	11	
scurrilis	24	
scurrilitas	13	
scutatus	21	
scutica	11	
scutra	11	
scutriscum	12	
scutula	11	
scutulata	12	
scutum	12	
Scylla	11	
scymnus	12	
scyphus	12	
Scythae	11	
Scythia	11	
sebum	12	
secedo1	53	 (pas de Sous-lemme)
secenti	31	
secerno	53	
secessio	13	
secessus	14	
secludo	53	
seclusus	21	 =REMOTVS, SOLITARIVS; SECRETVS
seco	51	 (pas de Sous-lemme)
secrete	60	
secreto	60	
secretum	12	 =LOCVS REMOT VS (Sg.,Pl.);RES OCCVLTA, ARCANVM (Sg.,Pl.)
secretus	21	 =DESERTVS, ABDITVS;OCCVLTVS, ARCANVS ; SELECTVS, EXIMIVS
secro	51	 (Uniquement en Composition)
secror	5J	 (Uniquement en Composition)
secta	11	
sectator	13	
sectilis	24	
sectio	13	
sectiuus	21	
sector1	13	
sector2	5J	
sectura	11	
secubitus	14	
secubo	51	
secundae	11	
secundani	12	 =MILITES SECVNDAE LEGIONIS
secundanus	21	
secundarius	21	
secunde	60	
secundo1	35	
secundo2	51	
secundum1	60	
secundum2	70	
secundus1	21	 =FAVENS (pas de Sous-lemme NEUTRE)
secundus2	32	
Secundus	12	
secure	60	
securiclatus	21	
securicula	11	
securiger	21	
securis	13	
securitas	13	
securus	21	 (pas de Sous-lemme)
secus1	16	
secus2	60	
secus3	70	
secutor	13	
sed	81	
sedamen	13	
sedatio	13	
sedatus	21	 =TRANQVILLVS, QVIETVS
sedecim	31	
sedentarius	21	
sedeo	52	 (pas de Sous-lemme)
sedes	13	
sedile	13	
seditio	13	
seditiose	60	
seditiosus	21	 (pas de Sous-lemme)
sedo	51	
seduco	53	
seductus	21	 =SEMOTVS, REMOTVS
sedulitas	13	
sedulo	60	
sedulus	21	 (pas de Sous-lemme Subst.)
seges	13	
Segesta	11	
Segestani	12	
Segestanus	21	
segmen	13	
segmentatus	21	
segmentum	12	
segne	60	
segnipes	25	
segnis	24	 (pas de Sous-lemme Subst.)
segniter	60	
segnitia	11	
segnities	15	
segrego	51	
segrex	25	
Seianianus	21	
Seianus	12	
seiunctim	60	
seiunctus	21	 (rare)
seiungo	53	
selectus	21	 Choisi (En particulier : DII SELECTI, SELECTI IVDICES)
Selene	17	
selibra	11	
seligo3	53	
sella	11	
sellarius	12	
sellisternium	12	
semel	36	
semen1	13	
semen2	16	
sementis	13	
sementiuus	21	
semestris	24	
semesus	21	
semiadapertus	21	
semianimis	24	
semianimus	21	
semibos	25	
semicanaliculus	12	
semidea	11	
semideus1	12	
semideus2	21	
semiermis	24	
semiermus	21	
semifactus	21	
semifastigium	12	
semifer	21	
semifunium	12	
semigermanus	21	
semigrauis	24	
semihians	25	
semihomo	13	
semihora	11	
semilater	16	
semilautus	21	
semiliber	21	
semimarinus	21	
semimas	25	
semimetopia	12	
semimortuus	21	
seminarium	12	
seminarius	21	
seminator	13	
seminex	25	
seminium	12	
semino	51	 (pas de Sous-lemme)
seminudus	21	
semipaganus	21	
semipes	13	
semiplenus	21	
semiputatus	21	
semirasus	21	
semireductus	21	
semirefectus	21	
semirutus	21	
semis	16	
semisepultus	21	
semisomnis	24	
semisomnus	21	
semisupinus	21	
semita	11	
semitarius	21	
semiuir	12	
semiuiuus	21	
semiustus	21	
semodialis	24	
semodius	12	
semotus	21	 Séparé (Propre et Figuré; + AB et Abl. ou Abl. Seul)
semoueo	52	
semper	60	
sempiterno	60	
sempiternum	60	
sempiternus	21	 (pas de Sous-lemme SEMPITERNVM Subst.)
Sempronius	21	
Sempronius	12	
semuncia	11	
semustulatus	21	
senariolus	12	
senator	13	
senatorius	21	 (pas de Sous-lemme)
senatus	14	
Seneca	11	
senecta	11	
senectus1	13	
senectus2	21	
seneo	52	
senesco	53	 (pas de Parfait)
senex1	13	
senex2	26	
seni	33	
senilis	24	 (pas de Sous-lemme)
senio	13	
senior	13	
seniosus	21	
senium	12	
sensa	12	 =QVAE MENTE CONCEPTA SVNT
sensatio	13	
sensibilis	24	
sensifer	21	
sensilis	24	
sensim	60	
sensus	14	
sententia	11	
sentina	11	
sentinosus	21	
sentio	54	 (pas de Sous-lemme Adj.)
sentior	5M	 (Uniquement en Composition)
sentis	13	
sentisco	53	
Sentius	12	
sentus	21	
seorsum1	60	 également forme SEORSIM
seorsum2	70	
separate	60	
separatim	60	
separatum	12	 =RES SPERATA
separatus1	14	
separatus2	21	 Distinct
separo2	51	
sepelio	54	 (pas de Sous-lemme)
sepes	13	
sepono	53	
sepositus	21	 =REMOTVS ;ELECTVS, EXIMIVS (rare)
sepse	43	
septem	31	
September	23	
September	13	
septemgeminus	21	
septemplex	34	
septemremis	25	
septemuir	12	
septendecim	31	 également forme SEPTEMDECIM
septendecimus	32	
septentrio	13	 (forme en 1 ou 2 mots)
septentrionalia	13	
septentrionalis	24	
septenus	33	
Septicius	12	
Septimius	12	
septimum	36	
septimus	32	
septingentesimus	32	
septingenti	31	
septuagesimus	32	
septuaginta	31	
sepulcralis	24	
sepulcretum	12	
sepulcrum	12	
sepultura	11	
sequax	25	
sequens	25	 =QVI SEQVITVR (de ORDINE, DE TEMPORE) ;FVT VR VS ; S EC VND VS
sequester1	16	 L'Intermédiaire, Le Médiateur
sequester2	26	
sequestro2	60	
sequor	5L	
sera1	11	
sera2	60	
Serapis	17	
serarius	21	
serenitas	13	
sereno	51	
serenum	12	 Le beau temps (Sg.,Pl.)
serenus	21	
seresco1	53	
Sergius	12	
seria	11	
serica	12	
sericus	21	
series	15	
serio	60	
seriola	11	
Seriphus	12	
serium	12	 =RES SERIA
serius	21	
sermo	13	
sermocinor	5J	
sero1	51	
sero2	53	 (Parfait SERVI)
sero3	53	 (Parfait SEVI)
sero4	60	
serpens	13	
serpo	53	
serpyllum	12	
serra	11	
serrarius	12	
serratim	60	
serratus	21	
serta	11	
Sertius	12	
Sertorianus	21	
Sertorius	12	
sertum	12	 =CORONA (surtout Pl.)
serua	11	
seruans	25	 =EST QVI OBSERVAT ET CVSTODIT (rare)
seruator	13	
seruiens	13	 =SERVVS
Seruilia	11	
seruilis	24	 (pas de Sous-lemme)
Seruilius	12	
seruio	54	
seruitium	12	
seruitus	13	
Seruius	12	
serum1	12	 =PARS AQVOSA IN LACTE
serum2	12	 (Sous-entendu TEMPVS)
seruo	51	 (pas de Sous-lemme SERVATVS)
serus	21	
seruulus	12	
seruus1	12	
seruus2	21	
sesama	11	
sesceni	33	
sescentesimus	32	
sescenti	31	
sescenties	36	
sesquialter	48	
sesquidigitus	12	
sesquilibra	11	
sesquimodius	12	
sesquipedalis	24	
sesquipes	13	
sesquiplaga	11	
sessilis	24	
sessio	13	
sessor	13	
sestertium	12	 (Génitif Substantivé) vaut mille, cent mille sesterces
sestertius1	12	 Le Sesterce (Uniquement pour les formes du Masc.)
sestertius2	21	
seu1	81	
seu2	82	
seueho	53	
seuera	12	 =RES MOLESTAE
seuere	60	
seueri	12	 =QVI SOBRIAM VITAM AGVNT
seueritas	13	
seuero	51	 (Uniquement en Composition)
seuerus	21	 (pas de Sous-lemme SEVERVM Subst.)
Seuerus	12	
seuoco	51	
sex	31	
sexageni	33	
sexagesimus	32	
sexaginta	31	
sexcenarius	21	
sexennis	24	
sexies	36	
sexis	13	
sextans	13	
sextarius	12	
sextilis	13	
Sextilis	24	
Sextius	12	
sextula	11	
sextum	35	
sextus	32	
Sextus	12	
sexus	14	
si1	67	
si2	82	
sibilo	51	
sibilum	12	
sibilus1	12	 (Uniquement pour les formes du Masc.)
sibilus2	21	
Sibylla	11	
sibyllinus	21	
sic	60	
sica	11	
sicarius	12	
siccesco	51	
siccitas	13	
Siccius	12	
sicco	51	 (pas de Sous-lemme)
siccum	12	 =LOCVS SICCVS (Sg.,Pl.)
siccus	21	
Sicilia	11	
sicilicus	12	
Siciliensis	24	
sicilimentum	12	
sicine	67	
Sicinius	12	
sicubi	82	
sicula	11	
Siculi	12	
Siculus	21	
sicut1	66	
sicut2	82	 =SICVT SI
Sicyonius	21	
sideo	52	 (Uniquement en Composition)
sidereus	21	
sidero	51	
sido	53	 (pas de Sous-lemme)
sidus	13	
sigillaria	16	
sigillatus	21	
sigillum	12	
signator	13	
signatus	21	 =CLAVSVS, CVSTODITVS; EVIDENS
Signia	11	
signifer1	12	
signifer2	21	
significans	25	 =QVI SIGNIFICAT, EVIDENS
significatio	13	
significatum	12	 =NOMEN
significatus	14	
significo	51	 (pas de Sous-lemme SIGNIFICATVS Adj.)
signo	51	
signum	12	
sil	13	
silaceus	21	
Silanio	13	
Silanus	12	
silens	25	 =TACITVS ;TRANQVILLVS, QVIETVS
silentium	12	
sileo	52	
siler	13	
silesco	53	 (pas de Parfait)
silex	13	
siliceus	21	
siliculus	12	
siligineus1	12	
siligineus2	21	
siligo	13	
silio	54	 (Uniquement en Composition)
siliqua	11	
silphium	12	
silua	11	
siluaticus	21	
siluester	23	
siluestria	13	 (Sous-entendu LOCA)
siluestris	24	 (pas de Sous-lemme SILVESTRE Subst.)
Siluia	11	
siluicola	11	
siluicultrix	13	
siluifragus	21	
Siluius	21	
Siluius	12	
siluosus	21	
silurus	12	
sima	11	
simia	11	
similago	13	
simile1	13	 =SIMILITVDO
simile2	60	
similia	13	 =RES SIMILES
similis	24	
similitas	13	
similiter	60	 (Uniquement au POSITIF)
similitudo	13	
simius	12	
simo	51	
simplex	34	 (pas de Sous-lemme)
simplicitas	13	
simpliciter	60	
simplum	12	
simpulum	12	
simpuuium	12	
simul1	60	
simul2	70	
simul3	82	
simulac1	60	 (forme en 1 ou 2 mots)
simulac2	82	 (forme en 1 ou 2 mots)
simulacrum	12	
simulamen	13	
simulans	25	 (Uniquement au Comparatif)
simulatio	13	
simulator	13	
simulatque1	60	 (forme en 1 ou 2 mots)
simulatque2	82	 (forme en 1 ou 2 mots)
simulo	51	 (pas de Sous-lemme SIMVLATVS)
simultas	13	
simulus	21	
simus	21	
sin	82	
sincere	60	
sinceritas	13	
sincerus	21	 (pas de Sous-lemme)
sinciput	13	
sine	70	
singillariter	60	
singillatim	60	
singula1	11	 =VICESIMA SESTERTII
singula2	12	 =RES SINGVLAE
singulares	13	 =GENVS MILITVM
singularis	24	 (pas de Sous-lemme SINGVLARE)
singulariter	60	
singulatim	60	
singultim	60	
singultio	54	
singultus	14	
singulum	12	 =VNITAS (Sg.)
singulus	33	 (pas de Sous-lemme SINGVLI)
sinister	21	 (pas de Sous-lemme ADV.)
sinistra1	11	 =MANVS SINISTRA
sinistra2	12	 =MALA
sinistre	60	
sinistrorsum	60	
sinistrorsus	60	
sinistrum	12	 =SINISTRA PARS (Sg.)
sino	53	
Sinope	17	
sinuo	51	
sinuosus	21	
sinus	14	
siparium	12	
sipho	13	
sipio	55	 (Uniquement en Composition)
siquidem	82	 (forme en 1 ou 2 mots)
siremps	48	
sirpicium	12	
sirus	12	
Sisenna	11	
siser	13	
sisto	53	
sistrum	12	
Sisyphus	17	
siticulosus	21	
sitio	54	
sitis	13	
situlus	12	
situs1	14	
situs2	21	 =POSITVS, I ACENS; AEDIFICAT VS
siue1	81	
siue2	82	
smaragdus	12	 également forme ZMARAGDVS
smyrna	11	
smyrnion	12	
sobrietas	13	
sobrina	11	
sobrius	21	 (pas de Sous-lemme)
soccatus	21	
socculus	12	
soccus	12	
socer	12	
socia	11	
sociabilis	24	
socialis	24	 (pas de Sous-lemme)
socialitas	13	
societas	13	
socio	51	 (pas de Sous-lemme)
socius1	12	
socius2	21	
socordia	11	
socorditer	6&	
socors	25	
Socrates	17	
socrus	14	
sodalicium	12	
sodalis1	13	
sodalis2	24	 (rare)
sodalitas	13	
sodalitium	12	
sodes	60	
sol	13	
solaciolum	12	
solacium	12	
solamen	13	
solator	13	
soldurii	12	
solea	11	
soleatus	21	
solenne	13	
solens	25	 =SOLITVS 5S SOLEO
solicismus	12	
solidatio	13	
solidesco	53	
soliditas	13	
solido	51	
solidum1	12	 =LOCVS SOLIDVS, LOCVS TVTVS;La totalité d'une somme
solidum2	60	
solidus1	12	 =NVMMVS AVREVS
solidus2	21	
solifer	21	
solitarius	21	
solitudo	13	
solitum	12	 L'Habitude, la chose habituelle (Uniquement Sg.)
solitus	21	 =CONSVETVS
soliuagus	21	
solium	12	
sollemne	13	 =MOS, CONS VET VDO (Sg.,Pl.);SOLLEMNITAS (Sg.,Pl.)
sollemnis	24	
sollers	25	 (pas de Sous-lemme)
sollerter	60	
sollertia	11	
sollicitatio	13	
sollicite	60	
sollicito	51	 (pas de Sous-lemme)
sollicitudo	13	
sollicitus	21	
solo1	51	 Dépeupler
solo2	51	 (dérivé de SOLA)
soloecismus	12	
solor	5J	
solstitialis	24	
solstitium	12	
solum1	12	
solum2	60	
Soluntini	12	
Soluntinus	21	
soluo	53	
solus	48	
solute	60	
solutio	13	
solutum	12	 =RES SOLVTA (Sg.)
solutus	21	 =A VINCVLO EXPEDITVS, LIBER (propre et Fig.)
somnio	51	
somnium	12	
somnus	12	
sonans	25	 =SONORVS
sonax	25	
sonipes1	13	
sonipes2	25	 (rare)
sonitus	14	
soniuius	21	
sono1	51	
sono2	53	 (Uniquement pour les formes de la 3ème Coni.)
sonor	13	
sonorus	21	 (pas de Sous-lemme)
sons1	13	 (Sous-entendu HOMO)
sons2	25	
sonticus	21	
sonus	16	
Sopater	12	
sophia	11	
sophisma	17	
sophistes	17	
sopio	54	 (pas de Sous-lemme)
sopitio	13	
sopor	13	
soporatus	21	
soporifer	21	
soporo	51	
soporus	21	
sorbeo	52	
sorbitio	13	
sorbum	12	
sorbus	12	
sordeo	52	 (Parfait SORDVI)
sordes	13	
sordesco	53	 (Parfait SORDVI)
sordidatus	21	 =INCVLTVS, NEGLECTVS
sordide	60	
sordidulus	21	
sordidus	21	 (pas de Sous-lemme)
sorites	17	
soror	13	
sors	13	
sortior	5M	 (pas de Sous-lemme)
sortitio	13	
sortito	60	
sortitor	13	
sortitus	14	
Sosippus	12	
Sositheus	12	
sospes	22	
sospito	51	
Sostratus	12	
spadix	13	
spado	13	
spargo1	13	
spargo2	53	
sparsus	21	 =DIFFVSVS, DISSEMINATVS;DISTINCTVS, VARI AT VS
Sparta	17	
sparteus	21	
spartum	12	
sparus	12	
spatha	11	
